year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,deal_rating
2012,KIA,Rio,EX,sedan,automatic,knadn4a39c6089875,nc,44.0,33916.0,gray,gray,santander consumer,8525.0,9100.0,Mon Feb 02 2015 01:30:00 GMT-0800 (PST),Fair Market
2006,DODGE,Grand Caravan,SE,minivan,automatic,1d4gp24rx6b612429,tx,19.0,120649.0,silver,gray,myrddin fleet services,2325.0,2000.0,Wed Jan 07 2015 10:30:00 GMT-0800 (PST),Fair Market
2012,BMW,1 Series,128i,convertible,automatic,wbaul7c53cvm82766,fl,4.0,19120.0,blue,beige,flag/ald motors inc,23200.0,22000.0,Wed Jun 17 2015 03:05:00 GMT-0700 (PDT),Good Price
2007,AUDI,A3,2.0T,wagon,automatic,wauhf78p07a199337,ca,29.0,104595.0,white,tan,remarketing by ge/manheim california,6850.0,6900.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT),Fair Market
2007,CHEVROLET,Tahoe,LT,suv,automatic,1gnfc13097r403751,tx,35.0,140718.0,black,black,motorcars of south texas,11550.0,10700.0,Wed Feb 04 2015 01:15:00 GMT-0800 (PST),Good Price
2014,CHRYSLER,Town And Country,Touring,minivan,automatic,2c4rc1bg7er184414,ca,43.0,40477.0,gray,black,avis corporation,17150.0,18200.0,Thu Feb 12 2015 03:30:00 GMT-0800 (PST),Fair Market
2007,HONDA,Pilot,EX-L,suv,automatic,5fnyf28607b006303,nc,27.0,148199.0,gray,gray,santander consumer,6500.0,4200.0,Mon Jun 08 2015 02:30:00 GMT-0700 (PDT),Great Deal
2013,CHEVROLET,Malibu,LT,sedan,automatic,1g11e5sa6df238875,tx,22.0,51922.0,white,gray,wells fargo dealer services,11500.0,12400.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT),Fair Market
2008,CHEVROLET,Impala,LS,sedan,automatic,2g1wb58k889253195,nc,19.0,133642.0,silver,gray,kia of gastonia,4200.0,3900.0,Tue Mar 03 2015 02:00:00 GMT-0800 (PST),Fair Market
2013,FORD,Taurus,SEL,sedan,automatic,1fahp2h82dg222983,pa,44.0,65850.0,—,black,ge fleet services for itself/servicer,13150.0,14400.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST),Fair Market
2012,CHEVROLET,Cruze,2LT,sedan,automatic,1g1pg5sc8c7298574,fl,3.0,63879.0,silver,black,the hertz corporation/gm,9075.0,8700.0,Fri Dec 19 2014 09:35:00 GMT-0800 (PST),Fair Market
2012,HYUNDAI,Sonata,GLS,sedan,automatic,5npeb4ac0ch462193,pa,35.0,37096.0,black,gray,hyundai motor finance,11550.0,11300.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST),Fair Market
2011,CHEVROLET,Equinox,LT1,suv,automatic,2cnaldec8b6420147,mn,46.0,60056.0,gray,black,select lane,12150.0,12600.0,Thu Jan 08 2015 10:30:00 GMT-0800 (PST),Fair Market
2006,FORD,Mustang,Premium,convertible,automatic,1zvft84nx65206196,nv,25.0,113335.0,red,tan,wells fargo dealer services,4475.0,5400.0,Fri Mar 06 2015 04:00:00 GMT-0800 (PST),Fair Market
2010,DODGE,Avenger,SXT,sedan,automatic,1b3cc4fb3an100944,tx,35.0,104629.0,white,gray,san antonio dodge chrysler jeep,5450.0,4400.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST),Good Price
2013,DODGE,Durango,SXT,suv,automatic,1c4rdhag7dc665682,il,3.0,46421.0,white,black,ally,20200.0,18400.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST),Great Deal
2007,AUDI,Q7,4.2 quattro,suv,automatic,wa1av74l77d015319,fl,21.0,108642.0,gray,black,truchoice fcu,11850.0,5000.0,Thu Jun 18 2015 06:25:00 GMT-0700 (PDT),Great Deal
2012,HYUNDAI,Elantra,GLS,sedan,,5npdh4aexch103252,ga,19.0,38049.0,brown,beige,hyundai motor finance,10200.0,7900.0,Tue Jan 06 2015 05:10:00 GMT-0800 (PST),Great Deal
2011,HYUNDAI,Elantra,GLS PZEV,sedan,automatic,5npdh4aexbh019673,nc,32.0,63456.0,blue,gray,c & f remarketing llc,8775.0,8000.0,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT),Good Price
2012,VOLKSWAGEN,Jetta,SE,sedan,automatic,3vwdx7aj9cm304102,il,19.0,47476.0,—,black,vw credit,9600.0,8200.0,Tue Jan 13 2015 10:00:00 GMT-0800 (PST),Good Price
2013,FORD,F-150,FX4,supercrew,automatic,1ftfw1ef7dfd28367,oh,43.0,36551.0,silver,black,premium cars wholesale ltd,30800.0,30500.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),Fair Market
2010,TOYOTA,Corolla,LE,sedan,automatic,jtdbu4eexaj070920,fl,43.0,45068.0,red,tan,dt credit corporation,8550.0,8400.0,Tue Jun 09 2015 02:15:00 GMT-0700 (PDT),Fair Market
1995,FORD,Explorer,XLT,suv,,1fmdu34x4szb76087,ca,1.0,222025.0,green,gray,wondries toyota,600.0,400.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST),Fair Market
2014,MERCEDES-BENZ,Cla-Class,CLA45 AMG,sedan,automatic,wddsj5cb9en050783,ca,37.0,19256.0,white,black,mercedes-benz usa,43000.0,40500.0,Thu Jun 04 2015 05:00:00 GMT-0700 (PDT),Great Deal
2007,BUICK,Lacrosse,CXL,sedan,automatic,2g4wd582171138917,fl,24.0,126177.0,white,beige,westfall auto sales,3975.0,5900.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),Fair Market
2010,BMW,3 Series,328i xDrive,sedan,automatic,wbapk5c50aa650808,nj,2.0,40157.0,gray,black,financial services remarketing (lease),16550.0,15250.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST),Good Price
2009,TOYOTA,Corolla,Base,sedan,automatic,jtdbl40e999032621,nc,22.0,105764.0,red,beige,community one auto finance,6500.0,6100.0,Tue Jan 06 2015 01:15:00 GMT-0800 (PST),Fair Market
2013,FORD,Fiesta,SE,sedan,automatic,3fadp4bj7dm172870,mo,43.0,23360.0,white,tan,ford motor credit company,8950.0,8100.0,Tue Jun 09 2015 04:00:00 GMT-0700 (PDT),Good Price
2013,DODGE,Avenger,SE,sedan,automatic,1c3cdzab3dn661721,ne,34.0,53507.0,black,black,the hertz corporation,9400.0,9400.0,Thu Jan 29 2015 04:45:00 GMT-0800 (PST),Fair Market
2012,DODGE,Challenger,SXT,coupe,,2c3cdyag6ch145544,pa,42.0,56113.0,silver,black,koons tysons toyota,14900.0,14800.0,Fri Jan 16 2015 01:30:00 GMT-0800 (PST),Fair Market
2002,BMW,3 Series,325i,sedan,manual,wbaev33492kl56457,ga,21.0,148851.0,blue,gray,nalley acura,2400.0,2600.0,Tue May 26 2015 06:00:00 GMT-0700 (PDT),Fair Market
2007,GMC,Acadia,SLT-2,suv,automatic,1gker33787j160044,nv,35.0,52298.0,gray,black,bul connections llc,13100.0,13900.0,Fri May 29 2015 04:45:00 GMT-0700 (PDT),Fair Market
2014,FORD,Focus,SE,hatchback,automatic,1fadp3k24el296598,tn,44.0,20654.0,white,gray,avis budget group,12550.0,12000.0,Thu Feb 05 2015 03:00:00 GMT-0800 (PST),Good Price
2011,DODGE,Grand Caravan,Express,minivan,automatic,2d4rn4dg1br611996,fl,39.0,45722.0,blue,black,tmt auto wholesale inc,10600.0,10100.0,Fri Jun 19 2015 02:30:00 GMT-0700 (PDT),Fair Market
2011,FORD,F-150,Platinum,supercrew,,1ftfw1ef1bfa32399,tn,36.0,82418.0,—,brown,ford-lincoln dealer program,25900.0,26300.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST),Fair Market
2014,CHEVROLET,Camaro,LT,coupe,,2g1fb1e31e9125897,nc,49.0,23590.0,black,black,medlin buick gmc mazda,20900.0,20900.0,Tue Feb 10 2015 01:15:00 GMT-0800 (PST),Fair Market
2012,NISSAN,Altima,2.5 S,sedan,automatic,1n4al2ap4cn487929,fl,43.0,38986.0,silver,gray,nissan-infiniti lt,12050.0,11800.0,Wed Mar 04 2015 01:00:00 GMT-0800 (PST),Fair Market
2012,BMW,X5,xDrive35i Premium,suv,automatic,5uxzv4c55cl985808,ca,46.0,35817.0,gray,black,financial services remarketing/rail cars,36000.0,37750.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST),Fair Market
2009,PONTIAC,G6,Base,sedan,automatic,1g2zg57b594164880,la,19.0,148600.0,gray,gray,national auto acceptance,3825.0,3300.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST),Good Price
2013,FORD,Explorer,Limited,suv,automatic,1fm5k8f86dgc72296,mo,41.0,39954.0,white,gray,ars/avis budget group,27700.0,27700.0,Tue Jan 20 2015 03:00:00 GMT-0800 (PST),Fair Market
2003,JEEP,Liberty,Sport,suv,,1j4gl48k83w678901,pa,33.0,66508.0,black,black,remarketing by ge/nextgear capital,3500.0,5100.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT),Fair Market
2013,CHEVROLET,Cruze,1LT,sedan,automatic,1g1pc5sb3d7324423,tx,33.0,11128.0,beige,black,tdaf remarketing,12550.0,12100.0,Wed Feb 11 2015 02:15:00 GMT-0800 (PST),Fair Market
2008,INFINITI,Fx35,Base,suv,,jnras08w68x208605,pa,33.0,89656.0,black,beige,adcock brothers inc,14800.0,14700.0,Fri May 29 2015 02:00:00 GMT-0700 (PDT),Fair Market
2012,MINI,Cooper,Base,hatchback,automatic,wmwsu3c55ct263929,ca,36.0,38605.0,red,—,bmw mini financial services,11300.0,11100.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT),Fair Market
2013,BMW,7 Series,750Li xDrive,sedan,automatic,wbayf8c55dd140810,nj,36.0,10421.0,,,financial services remarketing (lease),52100.0,59750.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST),Fair Market
2012,AUDI,A7,Premium quattro,sedan,automatic,wau2gafc6cn088164,fl,4.0,36433.0,gray,black,the collection,40600.0,39800.0,Wed Jun 17 2015 02:40:00 GMT-0700 (PDT),Good Price
2012,INFINITI,G Sedan,G37x,g sedan,automatic,jn1cv6ar7cm972628,tn,41.0,27157.0,white,black,nissan infiniti lt,19400.0,19200.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT),Fair Market
2013,NISSAN,Frontier,S,crew cab,,1n6ad0er5dn718360,ca,42.0,32683.0,silver,gray,avis corporation,20100.0,20700.0,Tue May 12 2015 05:45:00 GMT-0700 (PDT),Fair Market
2012,GMC,Terrain,SLT-1,suv,automatic,2gkaluek2c6203386,ca,43.0,42538.0,blue,gray,ge fleet services for itself/servicer,17450.0,18500.0,Tue Jan 06 2015 04:00:00 GMT-0800 (PST),Fair Market
2009,CHEVROLET,Silverado 1500,LT,crew cab,automatic,3gcec23019g212872,fl,19.0,127388.0,burgundy,black,courtesy toyota of brandon,13700.0,12600.0,Thu Feb 12 2015 08:30:00 GMT-0800 (PST),Good Price
2006,FORD,Mustang,Standard,coupe,automatic,1zvft80n865183443,ca,35.0,103588.0,gray,black,tdaf remarketing,6275.0,6000.0,Tue May 26 2015 05:00:00 GMT-0700 (PDT),Fair Market
2010,CHEVROLET,Silverado 1500,LT,crew cab,automatic,3gcrcse06ag150596,tx,34.0,113194.0,black,beige,tdaf remarketing,15800.0,16000.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST),Fair Market
2005,INFINITI,G35,Base,sedan,automatic,jnkcv51e35m207387,tn,19.0,177558.0,black,tan,wells fargo dealer services,3125.0,2900.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST),Fair Market
2012,LEXUS,Es 350,Base,sedan,automatic,jthbk1eg0c2475296,ca,36.0,27737.0,black,black,lexus financial services,22200.0,25000.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST),Fair Market
2003,SUBARU,Baja,Base,crew cab,automatic,4s4bt61c637101997,wa,34.0,149156.0,burgundy,gray,primeritus remarketing/oregon comm credit,5200.0,5700.0,Tue Dec 23 2014 14:00:00 GMT-0800 (PST),Fair Market
2013,TOYOTA,Camry,LE,sedan,automatic,4t1bf1fk3du288578,tx,24.0,26566.0,—,gray,santander consumer,13150.0,12100.0,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT),Good Price
2002,HONDA,Accord,EX V-6,coupe,automatic,1hgcg22552a018456,va,19.0,5.0,silver,gray,fredericksburg remarketing,2300.0,900.0,Thu Feb 26 2015 01:20:00 GMT-0800 (PST),Good Price
2005,MERCEDES-BENZ,Sl-Class,SL500,convertible,automatic,wdbsk75f35f102372,fl,32.0,21242.0,black,beige,schumacher auto group inc,21400.0,22800.0,Tue Feb 17 2015 01:15:00 GMT-0800 (PST),Fair Market
2008,BMW,3 Series,335i,sedan,,wbavb73578vh25688,ca,,105788.0,white,—,champion chrysler jeep dodge,9250.0,10000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),Fair Market
2014,FORD,F-150,XL,regular cab,automatic,1ftnf1cf8ekd17644,co,44.0,4925.0,white,gray,u-haul,18550.0,18400.0,Wed Feb 18 2015 04:00:00 GMT-0800 (PST),Fair Market
2007,CADILLAC,Escalade,Base,suv,automatic,1gyfk63807r150232,ne,24.0,151364.0,black,tan,husker auto group inc,14000.0,13000.0,Thu Jan 08 2015 11:00:00 GMT-0800 (PST),Good Price
2013,FORD,Edge,Limited,suv,,2fmdk4kc0dba56451,pa,45.0,36287.0,white,black,ford motor credit company llc,22000.0,20000.0,Fri May 29 2015 02:00:00 GMT-0700 (PDT),Great Deal
2010,BMW,3 Series,328i,sedan,automatic,wbaph7g51anm49321,nv,37.0,67685.0,black,beige,financial services remarketing (repos),13500.0,12500.0,Fri May 22 2015 05:00:00 GMT-0700 (PDT),Good Price
2012,INFINITI,G Sedan,G37x,g sedan,automatic,jn1cv6ar9cm670287,fl,27.0,39761.0,black,beige,nissan infiniti lt,18900.0,18600.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST),Fair Market
2012,NISSAN,Sentra,2.0 SR,sedan,automatic,3n1ab6ap3cl724417,co,34.0,44700.0,white,gray,nissan-infiniti lt,10050.0,11100.0,Tue Feb 17 2015 04:00:00 GMT-0800 (PST),Fair Market
2012,MITSUBISHI,Galant,fe,nan,automatic,4a32b2ff5ce019383,ca,41.0,59977.0,white,black,the hertz corporation,8400.0,8700.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST),Fair Market
2008,PONTIAC,Grand Prix,Base,sedan,automatic,2g2wp552781123473,ga,25.0,132192.0,red,black,five star dodge,3225.0,2900.0,Fri Feb 27 2015 03:00:00 GMT-0800 (PST),Fair Market
2012,HYUNDAI,Sonata,SE,sedan,automatic,5npec4ac4ch384868,ga,42.0,44076.0,blue,gray,hyundai motor finance,12900.0,14900.0,Thu Feb 12 2015 02:00:00 GMT-0800 (PST),Fair Market
2014,INFINITI,Q50,Sport,sedan,automatic,jn1bv7ar7em699596,tn,45.0,13702.0,black,black,nissan north america inc.,35500.0,36800.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST),Fair Market
2014,CHRYSLER,300,Base,sedan,automatic,2c3ccaagxeh288526,pa,3.0,8721.0,red,black,hertz corporation/gdp,20400.0,21200.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,FORD,Escape,SEL,suv,automatic,1fmcu9h91dua74563,co,35.0,49742.0,white,tan,ars/avis budget group,17900.0,18700.0,Wed Feb 25 2015 03:30:00 GMT-0800 (PST),Fair Market
2012,HYUNDAI,Sonata,GLS,sedan,automatic,5npeb4ac3ch290449,ca,4.0,42665.0,blue,gray,hyundai motor america/co car,10800.0,11600.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST),Fair Market
2008,FORD,F-350 Super Duty,Lariat,crew cab,automatic,1ftww32r48ed14058,fl,43.0,73384.0,black,tan,tmt auto wholesale inc,21800.0,20800.0,Fri Feb 06 2015 01:30:00 GMT-0800 (PST),Good Price
2007,NISSAN,Altima Hybrid,Base,sedan,automatic,1n4cl21e07c181450,ca,28.0,235243.0,black,gray,honda of pasadena,3650.0,2500.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST),Good Price
2013,HYUNDAI,Elantra,GLS,sedan,,5npdh4ae2dh314219,pa,3.0,53040.0,blue,gray,avis corporation,9400.0,9600.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT),Fair Market
2013,RAM,C/V Tradesman,Base,minivan,automatic,2c4rrgag7dr505062,tx,4.0,3117.0,white,black,tdaf remarketing,11950.0,15000.0,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT),Fair Market
2002,TOYOTA,Camry,LE,sedan,automatic,4t1be32k02u114954,nj,19.0,178489.0,red,gray,sharlene realty llc,2850.0,1700.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST),Good Price
2011,MAZDA,Cx-9,Grand Touring,suv,automatic,jm3tb2da8b0314110,fl,27.0,33505.0,red,gray,tdaf remarketing,21200.0,20000.0,Tue Feb 10 2015 01:00:00 GMT-0800 (PST),Good Price
2012,VOLKSWAGEN,Jetta,Base,sedan,,3vw2k7aj9cm349353,pa,49.0,3548.0,silver,black,adcock brothers inc,10400.0,12700.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST),Fair Market
2011,KIA,Sorento,LX,suv,automatic,5xykt4a21bg050409,ga,34.0,73560.0,gray,gray,young motors llc,10950.0,12000.0,Thu Feb 12 2015 02:00:00 GMT-0800 (PST),Fair Market
2014,KIA,Sedona,EX,minivan,automatic,kndmh4c79e6592576,ca,44.0,3093.0,black,beige,kia motors america  inc,22900.0,24250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST),Fair Market
2014,MERCEDES-BENZ,E-Class,E63 AMG 4MATIC S-Model,sedan,automatic,wddhf7gbxeb076568,nv,49.0,2827.0,black,gray,las vegas motorcars llc,78000.0,80000.0,Thu Jun 11 2015 07:30:00 GMT-0700 (PDT),Fair Market
2010,BMW,6 Series,650i,coupe,automatic,wbaea5c55acv93021,ga,28.0,44569.0,black,black,financial services remarketing (lease),30400.0,28400.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST),Great Deal
2012,BMW,X3,xDrive28i,suv,,5uxwx5c51cl723898,pa,43.0,52392.0,white,black,sports car leasing,24400.0,25200.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST),Fair Market
2010,CHRYSLER,Sebring,Limited,sedan,automatic,1c3cc5fb3an207419,ca,38.0,100568.0,white,black,santander consumer,6250.0,7900.0,Wed Feb 25 2015 16:00:00 GMT-0800 (PST),Fair Market
2014,KIA,Soul,Base,wagon,manual,kndjn2a25e7710379,mo,49.0,17130.0,green,black,santander consumer,12100.0,11300.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST),Good Price
2009,FORD,Flex,Limited,wagon,automatic,2fmdk53c19ba12342,mi,27.0,69605.0,blue,black,santander consumer,13450.0,12900.0,Thu Jan 29 2015 01:30:00 GMT-0800 (PST),Good Price
1996,HONDA,Accord,LX,sedan,automatic,1hgcd5633ta263003,va,2.0,260746.0,beige,beige,cowles ford inc,525.0,800.0,Thu Mar 05 2015 01:50:00 GMT-0800 (PST),Fair Market
2014,NISSAN,Frontier,SV,crew cab,,1n6ad0er8en743268,fl,44.0,21030.0,silver,gray,gary yeomans ford lincoln mercury,20500.0,21000.0,Wed Jan 28 2015 01:40:00 GMT-0800 (PST),Fair Market
2013,NISSAN,Altima,2.5,sedan,,1n4al3ap7dn487821,ca,42.0,15429.0,black,black,nissan-infiniti lt,14750.0,14500.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST),Fair Market
2014,DODGE,Avenger,SE,sedan,automatic,1c3cdzab8en112744,ga,41.0,23154.0,red,black,chrysler capital,11550.0,11300.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,FORD,F-150,XLT,supercrew,automatic,1ftfw1ef3dkd97600,ut,37.0,60572.0,white,gray,excell auto center,21700.0,18000.0,Wed Feb 04 2015 03:30:00 GMT-0800 (PST),Great Deal
2014,NISSAN,Armada,SL,suv,automatic,5n1aa0nc8en609167,il,4.0,19352.0,black,black,nissan north america inc.,34300.0,34200.0,Tue Jun 09 2015 03:00:00 GMT-0700 (PDT),Fair Market
2013,VOLKSWAGEN,Passat,SE PZEV,sedan,automatic,1vwbp7a36dc066379,ca,37.0,23951.0,gray,black,us bank,14600.0,14500.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST),Fair Market
2010,CHEVROLET,Silverado 1500,LTZ,extended cab,automatic,1gcskte30az189396,mn,33.0,81231.0,gray,black,matt saxe chevrolet buick inc,19500.0,18200.0,Thu Jan 08 2015 10:45:00 GMT-0800 (PST),Good Price
2004,HONDA,Cr-V,EX,suv,,jhlrd78894c026554,pa,34.0,117875.0,green,brown,preston motors inc,5800.0,6000.0,Wed Jan 21 2015 01:00:00 GMT-0800 (PST),Fair Market
2010,KIA,Soul,!,wagon,automatic,kndjt2a28a7127126,pr,27.0,61447.0,gray,black,oriental bank,9200.0,8800.0,Thu Mar 05 2015 03:30:00 GMT-0800 (PST),Fair Market
2013,INFINITI,G Sedan,G37x,g sedan,automatic,jn1cv6ar8dm759298,fl,44.0,20224.0,gray,black,nissan infiniti lt,21500.0,22800.0,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT),Fair Market
2011,FORD,F-150,SVT Raptor,supercrew,automatic,1ftfw1r60bfa47261,fl,3.0,44450.0,silver,black,germain bmw of naples,41200.0,41000.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),Fair Market
2005,CADILLAC,Sts,V6,sedan,automatic,1g6dw677x50186906,ut,1.0,123988.0,black,black,wells fargo dealer services,4175.0,700.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST),Great Deal
2012,HONDA,Civic,LX,sedan,automatic,jhmfb2f58cs006039,ca,42.0,42075.0,red,beige,ahfc/honda lease trust/hvt  inc. eot,10750.0,12300.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST),Fair Market
2011,TOYOTA,Yaris,Base,sedan,automatic,jtdbt4k33b1399580,tx,29.0,78499.0,white,—,regional acceptance corporation / greensboro,6675.0,5800.0,Tue Jan 20 2015 02:30:00 GMT-0800 (PST),Good Price
2005,MAZDA,Mpv,LX,minivan,automatic,jm3lw28a150554523,fl,19.0,159173.0,green,beige,mid atlantic finance/clearwater,1325.0,1300.0,Thu Jan 22 2015 07:00:00 GMT-0800 (PST),Fair Market
2008,VOLKSWAGEN,Passat,Komfort,sedan,automatic,wvwak73c68e198059,ca,21.0,58991.0,black,beige,premium auto wholesale,6575.0,8000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),Fair Market
2014,HONDA,Cr-V,EX-L,suv,automatic,2hkrm4h74eh636919,pa,49.0,19756.0,black,black,park auto south inc,24100.0,23800.0,Wed Feb 11 2015 01:00:00 GMT-0800 (PST),Fair Market
2014,KIA,Soul,+,wagon,automatic,kndjp3a50e7073850,ca,5.0,8561.0,black,black,kia motors america  inc,13950.0,15300.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST),Fair Market
2012,INFINITI,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap3cm932108,ga,48.0,39112.0,white,gray,nissan infiniti lt,18150.0,20000.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),Fair Market
2013,HONDA,Accord,EX-L,sedan,automatic,1hgcr2f88da218815,in,42.0,20655.0,blue,gray,honda of america manufacturing,19900.0,21250.0,Thu Jan 22 2015 02:10:00 GMT-0800 (PST),Fair Market
2010,SMART,Fortwo,passion coupe,hatchback,automatic,wmeej3ba1ak363974,fl,49.0,43056.0,yellow,black,blueslade motor cars llc,5125.0,5200.0,Thu May 28 2015 02:40:00 GMT-0700 (PDT),Fair Market
2012,FORD,Edge,SE,suv,automatic,2fmdk3gcxcba52778,nc,44.0,29811.0,burgundy,tan,national remarketing service,15600.0,16000.0,Mon Jan 05 2015 01:30:00 GMT-0800 (PST),Fair Market
2012,CHEVROLET,Malibu,LT,sedan,automatic,1g1zc5euxcf265087,tn,44.0,60205.0,gold,gray,wholesale inc # 2,9750.0,10500.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST),Fair Market
2012,HONDA,Civic,LX,sedan,automatic,19xfb2f59ce347180,pa,31.0,16737.0,silver,gray,ahfc/honda lease trust/hvt  inc. eot,11350.0,10900.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT),Fair Market
2013,KIA,Optima,SX,sedan,automatic,5xxgr4a63dg201510,oh,36.0,17504.0,black,black,hyundai motor finance,21100.0,20400.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT),Good Price
2012,CHEVROLET,Equinox,LT,suv,automatic,2gnaldek0c6175459,mi,49.0,22871.0,beige,black,gm financial leasing,15600.0,14900.0,Thu Jan 15 2015 01:30:00 GMT-0800 (PST),Good Price
2013,TOYOTA,Camry,LE,sedan,automatic,4t1bf1fk5du663824,in,43.0,54646.0,red,beige,ari,11750.0,13200.0,Thu May 28 2015 03:05:00 GMT-0700 (PDT),Fair Market
2013,NISSAN,Altima,2.5,sedan,automatic,1n4al3apxdn453579,fl,26.0,21539.0,black,black,nissan-infiniti lt,14250.0,13400.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST),Good Price
2014,NISSAN,Altima,2.5 S,sedan,,1n4al3ap3en353499,nv,36.0,37798.0,red,beige,avis corporation,12850.0,13000.0,Fri Jun 19 2015 05:45:00 GMT-0700 (PDT),Fair Market
2008,MAZDA,Cx-7,Sport,suv,automatic,jm3er293x80184550,ne,35.0,106931.0,burgundy,tan,lexus of omaha,4100.0,6300.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST),Fair Market
2011,RAM,1500,SLT,quad cab,,1d7rv1gt6bs558639,pa,43.0,59953.0,green,beige,tdaf remarketing,18400.0,18900.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST),Fair Market
2009,CHEVROLET,Traverse,LS,suv,automatic,1gnev13d99s171155,tx,31.0,86021.0,green,gray,music city autoplex llc,11200.0,11500.0,Wed May 27 2015 03:20:00 GMT-0700 (PDT),Fair Market
2014,NISSAN,Versa Note,1.6 SV,hatchback,automatic,3n1ce2cp6el431491,fl,5.0,3553.0,—,black,nissan motor acceptance corporation,10900.0,12400.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST),Fair Market
2008,FORD,Fusion,SE,sedan,automatic,3fahp07z38r274524,wi,21.0,80443.0,white,gray,american financial inc,5800.0,4300.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT),Good Price
2006,JEEP,Commander,Limited,suv,automatic,1j8hg58236c319913,co,41.0,169509.0,white,gray,wells fargo dealer services,4850.0,4700.0,Wed May 27 2015 04:45:00 GMT-0700 (PDT),Fair Market
2014,FORD,Edge,Limited,suv,automatic,2fmdk4kc4eba68412,tn,5.0,20579.0,—,black,ars/enterprise,25500.0,25500.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST),Fair Market
2013,MAZDA,Mazda3,i Sport,sedan,,jm1bl1up0d1777260,pa,39.0,52644.0,silver,black,dtg operations inc,9550.0,9600.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT),Fair Market
2004,FORD,Focus,LX,sedan,automatic,1fafp33p14w135657,pr,24.0,1.0,beige,gray,select remarketing group llc/anderson financial,2650.0,4200.0,Thu Jan 08 2015 00:00:00 GMT-0800 (PST),Fair Market
2011,NISSAN,Pathfinder,S,suv,automatic,5n1ar1nb0bc626588,nj,4.0,42552.0,silver,black,nissan-infiniti lt,18900.0,19800.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST),Fair Market
